,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2470169,1854-12-01,20.491,1.993,Gandhinagar,India,23.31N,72.52E
2470170,1855-01-01,19.763,2.005,Gandhinagar,India,23.31N,72.52E
2470171,1855-02-01,21.892000000000003,1.815,Gandhinagar,India,23.31N,72.52E
2470172,1855-03-01,,,Gandhinagar,India,23.31N,72.52E
2470173,1855-04-01,31.017000000000003,1.879,Gandhinagar,India,23.31N,72.52E
2470174,1855-05-01,33.27200000000001,1.433,Gandhinagar,India,23.31N,72.52E
2470175,1855-06-01,31.562,1.491,Gandhinagar,India,23.31N,72.52E
2470176,1855-07-01,28.777,1.519,Gandhinagar,India,23.31N,72.52E
2470177,1855-08-01,27.38,1.325,Gandhinagar,India,23.31N,72.52E
2470178,1855-09-01,27.358,1.3019999999999998,Gandhinagar,India,23.31N,72.52E
2470179,1855-10-01,26.56600000000001,1.628,Gandhinagar,India,23.31N,72.52E
2470180,1855-11-01,23.633000000000006,1.58,Gandhinagar,India,23.31N,72.52E
2470181,1855-12-01,19.322,1.958,Gandhinagar,India,23.31N,72.52E
2470182,1856-01-01,19.458,1.638,Gandhinagar,India,23.31N,72.52E
2470183,1856-02-01,21.308000000000003,1.936,Gandhinagar,India,23.31N,72.52E
2470184,1856-03-01,25.744,1.846,Gandhinagar,India,23.31N,72.52E
2470185,1856-04-01,30.038,1.57,Gandhinagar,India,23.31N,72.52E
2470186,1856-05-01,,,Gandhinagar,India,23.31N,72.52E
2470187,1856-06-01,31.522,1.599,Gandhinagar,India,23.31N,72.52E
2470188,1856-07-01,28.275,1.475,Gandhinagar,India,23.31N,72.52E
2470189,1856-08-01,26.193,1.768,Gandhinagar,India,23.31N,72.52E
2470190,1856-09-01,26.8,1.524,Gandhinagar,India,23.31N,72.52E
2470191,1856-10-01,26.147,1.514,Gandhinagar,India,23.31N,72.52E
2470192,1856-11-01,23.485,1.579,Gandhinagar,India,23.31N,72.52E
2470193,1856-12-01,19.945,1.6880000000000002,Gandhinagar,India,23.31N,72.52E
2470194,1857-01-01,18.616,1.656,Gandhinagar,India,23.31N,72.52E
2470195,1857-02-01,20.835,1.932,Gandhinagar,India,23.31N,72.52E
2470196,1857-03-01,25.436,1.696,Gandhinagar,India,23.31N,72.52E
2470197,1857-04-01,29.212,1.6,Gandhinagar,India,23.31N,72.52E
2470198,1857-05-01,31.805000000000003,1.3030000000000002,Gandhinagar,India,23.31N,72.52E
2470199,1857-06-01,30.413,1.561,Gandhinagar,India,23.31N,72.52E
2470200,1857-07-01,28.072,1.577,Gandhinagar,India,23.31N,72.52E
2470201,1857-08-01,26.839,1.336,Gandhinagar,India,23.31N,72.52E
2470202,1857-09-01,27.114,1.304,Gandhinagar,India,23.31N,72.52E
2470203,1857-10-01,25.975,1.798,Gandhinagar,India,23.31N,72.52E
2470204,1857-11-01,23.392,1.811,Gandhinagar,India,23.31N,72.52E
2470205,1857-12-01,19.978,1.6569999999999998,Gandhinagar,India,23.31N,72.52E
2470206,1858-01-01,,,Gandhinagar,India,23.31N,72.52E
2470207,1858-02-01,,,Gandhinagar,India,23.31N,72.52E
2470208,1858-03-01,,,Gandhinagar,India,23.31N,72.52E
2470209,1858-04-01,,,Gandhinagar,India,23.31N,72.52E
2470210,1858-05-01,,,Gandhinagar,India,23.31N,72.52E
2470211,1858-06-01,,,Gandhinagar,India,23.31N,72.52E
2470212,1858-07-01,,,Gandhinagar,India,23.31N,72.52E
2470213,1858-08-01,,,Gandhinagar,India,23.31N,72.52E
2470214,1858-09-01,,,Gandhinagar,India,23.31N,72.52E
2470215,1858-10-01,,,Gandhinagar,India,23.31N,72.52E
2470216,1858-11-01,,,Gandhinagar,India,23.31N,72.52E
2470217,1858-12-01,,,Gandhinagar,India,23.31N,72.52E
2470218,1859-01-01,,,Gandhinagar,India,23.31N,72.52E
2470219,1859-02-01,,,Gandhinagar,India,23.31N,72.52E
2470220,1859-03-01,,,Gandhinagar,India,23.31N,72.52E
2470221,1859-04-01,,,Gandhinagar,India,23.31N,72.52E
2470222,1859-05-01,,,Gandhinagar,India,23.31N,72.52E
2470223,1859-06-01,,,Gandhinagar,India,23.31N,72.52E
2470224,1859-07-01,,,Gandhinagar,India,23.31N,72.52E
2470225,1859-08-01,,,Gandhinagar,India,23.31N,72.52E
2470226,1859-09-01,,,Gandhinagar,India,23.31N,72.52E
2470227,1859-10-01,,,Gandhinagar,India,23.31N,72.52E
2470228,1859-11-01,,,Gandhinagar,India,23.31N,72.52E
2470229,1859-12-01,,,Gandhinagar,India,23.31N,72.52E
2470230,1860-01-01,,,Gandhinagar,India,23.31N,72.52E
2470231,1860-02-01,,,Gandhinagar,India,23.31N,72.52E
2470232,1860-03-01,,,Gandhinagar,India,23.31N,72.52E
2470233,1860-04-01,,,Gandhinagar,India,23.31N,72.52E
2470234,1860-05-01,,,Gandhinagar,India,23.31N,72.52E
2470235,1860-06-01,,,Gandhinagar,India,23.31N,72.52E
2470236,1860-07-01,,,Gandhinagar,India,23.31N,72.52E
2470237,1860-08-01,,,Gandhinagar,India,23.31N,72.52E
2470238,1860-09-01,,,Gandhinagar,India,23.31N,72.52E
2470239,1860-10-01,,,Gandhinagar,India,23.31N,72.52E
2470240,1860-11-01,,,Gandhinagar,India,23.31N,72.52E
2470241,1860-12-01,,,Gandhinagar,India,23.31N,72.52E
2470242,1861-01-01,,,Gandhinagar,India,23.31N,72.52E
2470243,1861-02-01,,,Gandhinagar,India,23.31N,72.52E
2470244,1861-03-01,,,Gandhinagar,India,23.31N,72.52E
2470245,1861-04-01,,,Gandhinagar,India,23.31N,72.52E
2470246,1861-05-01,,,Gandhinagar,India,23.31N,72.52E
2470247,1861-06-01,,,Gandhinagar,India,23.31N,72.52E
2470248,1861-07-01,,,Gandhinagar,India,23.31N,72.52E
2470249,1861-08-01,,,Gandhinagar,India,23.31N,72.52E
2470250,1861-09-01,,,Gandhinagar,India,23.31N,72.52E
2470251,1861-10-01,,,Gandhinagar,India,23.31N,72.52E
2470252,1861-11-01,,,Gandhinagar,India,23.31N,72.52E
2470253,1861-12-01,,,Gandhinagar,India,23.31N,72.52E
2470254,1862-01-01,,,Gandhinagar,India,23.31N,72.52E
2470255,1862-02-01,,,Gandhinagar,India,23.31N,72.52E
2470256,1862-03-01,,,Gandhinagar,India,23.31N,72.52E
2470257,1862-04-01,,,Gandhinagar,India,23.31N,72.52E
2470258,1862-05-01,,,Gandhinagar,India,23.31N,72.52E
2470259,1862-06-01,,,Gandhinagar,India,23.31N,72.52E
2470260,1862-07-01,,,Gandhinagar,India,23.31N,72.52E
2470261,1862-08-01,,,Gandhinagar,India,23.31N,72.52E
2470262,1862-09-01,,,Gandhinagar,India,23.31N,72.52E
2470263,1862-10-01,,,Gandhinagar,India,23.31N,72.52E
2470264,1862-11-01,,,Gandhinagar,India,23.31N,72.52E
2470265,1862-12-01,,,Gandhinagar,India,23.31N,72.52E
2470266,1863-01-01,,,Gandhinagar,India,23.31N,72.52E
2470267,1863-02-01,,,Gandhinagar,India,23.31N,72.52E
2470268,1863-03-01,,,Gandhinagar,India,23.31N,72.52E
2470269,1863-04-01,,,Gandhinagar,India,23.31N,72.52E
2470270,1863-05-01,,,Gandhinagar,India,23.31N,72.52E
2470271,1863-06-01,,,Gandhinagar,India,23.31N,72.52E
2470272,1863-07-01,,,Gandhinagar,India,23.31N,72.52E
2470273,1863-08-01,,,Gandhinagar,India,23.31N,72.52E
2470274,1863-09-01,,,Gandhinagar,India,23.31N,72.52E
2470275,1863-10-01,,,Gandhinagar,India,23.31N,72.52E
2470276,1863-11-01,,,Gandhinagar,India,23.31N,72.52E
2470277,1863-12-01,,,Gandhinagar,India,23.31N,72.52E
2470278,1864-01-01,,,Gandhinagar,India,23.31N,72.52E
2470279,1864-02-01,,,Gandhinagar,India,23.31N,72.52E
2470280,1864-03-01,,,Gandhinagar,India,23.31N,72.52E
2470281,1864-04-01,,,Gandhinagar,India,23.31N,72.52E
2470282,1864-05-01,,,Gandhinagar,India,23.31N,72.52E
2470283,1864-06-01,,,Gandhinagar,India,23.31N,72.52E
2470284,1864-07-01,,,Gandhinagar,India,23.31N,72.52E
2470285,1864-08-01,,,Gandhinagar,India,23.31N,72.52E
2470286,1864-09-01,,,Gandhinagar,India,23.31N,72.52E
2470287,1864-10-01,,,Gandhinagar,India,23.31N,72.52E
2470288,1864-11-01,,,Gandhinagar,India,23.31N,72.52E
2470289,1864-12-01,,,Gandhinagar,India,23.31N,72.52E
2470290,1865-01-01,,,Gandhinagar,India,23.31N,72.52E
2470291,1865-02-01,,,Gandhinagar,India,23.31N,72.52E
2470292,1865-03-01,,,Gandhinagar,India,23.31N,72.52E
2470293,1865-04-01,30.034,1.816,Gandhinagar,India,23.31N,72.52E
2470294,1865-05-01,32.61600000000001,1.6030000000000002,Gandhinagar,India,23.31N,72.52E
2470295,1865-06-01,31.871,1.487,Gandhinagar,India,23.31N,72.52E
2470296,1865-07-01,28.669,1.5419999999999998,Gandhinagar,India,23.31N,72.52E
2470297,1865-08-01,27.257,1.379,Gandhinagar,India,23.31N,72.52E
2470298,1865-09-01,27.945,1.357,Gandhinagar,India,23.31N,72.52E
2470299,1865-10-01,27.193,1.609,Gandhinagar,India,23.31N,72.52E
2470300,1865-11-01,24.512,1.751,Gandhinagar,India,23.31N,72.52E
2470301,1865-12-01,19.877,1.656,Gandhinagar,India,23.31N,72.52E
2470302,1866-01-01,19.772,1.743,Gandhinagar,India,23.31N,72.52E
2470303,1866-02-01,21.148000000000003,1.816,Gandhinagar,India,23.31N,72.52E
2470304,1866-03-01,25.667,1.856,Gandhinagar,India,23.31N,72.52E
2470305,1866-04-01,30.433000000000003,1.729,Gandhinagar,India,23.31N,72.52E
2470306,1866-05-01,33.005,1.5490000000000002,Gandhinagar,India,23.31N,72.52E
2470307,1866-06-01,31.374,1.481,Gandhinagar,India,23.31N,72.52E
2470308,1866-07-01,28.938,1.616,Gandhinagar,India,23.31N,72.52E
2470309,1866-08-01,27.127,1.406,Gandhinagar,India,23.31N,72.52E
2470310,1866-09-01,27.613000000000003,1.4169999999999998,Gandhinagar,India,23.31N,72.52E
2470311,1866-10-01,26.658,1.592,Gandhinagar,India,23.31N,72.52E
2470312,1866-11-01,24.05,1.7280000000000002,Gandhinagar,India,23.31N,72.52E
2470313,1866-12-01,20.975,1.596,Gandhinagar,India,23.31N,72.52E
2470314,1867-01-01,19.558,1.789,Gandhinagar,India,23.31N,72.52E
2470315,1867-02-01,,,Gandhinagar,India,23.31N,72.52E
2470316,1867-03-01,,,Gandhinagar,India,23.31N,72.52E
2470317,1867-04-01,,,Gandhinagar,India,23.31N,72.52E
2470318,1867-05-01,32.394000000000005,1.44,Gandhinagar,India,23.31N,72.52E
2470319,1867-06-01,31.72,1.504,Gandhinagar,India,23.31N,72.52E
2470320,1867-07-01,28.646,1.55,Gandhinagar,India,23.31N,72.52E
2470321,1867-08-01,27.258000000000003,1.408,Gandhinagar,India,23.31N,72.52E
2470322,1867-09-01,27.664,1.406,Gandhinagar,India,23.31N,72.52E
2470323,1867-10-01,27.226,1.587,Gandhinagar,India,23.31N,72.52E
2470324,1867-11-01,24.988000000000003,1.917,Gandhinagar,India,23.31N,72.52E
2470325,1867-12-01,20.981,1.703,Gandhinagar,India,23.31N,72.52E
2470326,1868-01-01,18.96,1.694,Gandhinagar,India,23.31N,72.52E
2470327,1868-02-01,20.993,1.868,Gandhinagar,India,23.31N,72.52E
2470328,1868-03-01,25.82,1.86,Gandhinagar,India,23.31N,72.52E
2470329,1868-04-01,,,Gandhinagar,India,23.31N,72.52E
2470330,1868-05-01,33.204,1.533,Gandhinagar,India,23.31N,72.52E
2470331,1868-06-01,31.534,1.477,Gandhinagar,India,23.31N,72.52E
2470332,1868-07-01,28.756,1.521,Gandhinagar,India,23.31N,72.52E
2470333,1868-08-01,27.464,1.389,Gandhinagar,India,23.31N,72.52E
2470334,1868-09-01,27.711,1.41,Gandhinagar,India,23.31N,72.52E
2470335,1868-10-01,27.558000000000003,1.595,Gandhinagar,India,23.31N,72.52E
2470336,1868-11-01,23.759,1.765,Gandhinagar,India,23.31N,72.52E
2470337,1868-12-01,20.299,1.5590000000000002,Gandhinagar,India,23.31N,72.52E
2470338,1869-01-01,19.261,1.811,Gandhinagar,India,23.31N,72.52E
2470339,1869-02-01,22.515,1.81,Gandhinagar,India,23.31N,72.52E
2470340,1869-03-01,25.919,1.892,Gandhinagar,India,23.31N,72.52E
2470341,1869-04-01,30.758000000000006,1.829,Gandhinagar,India,23.31N,72.52E
2470342,1869-05-01,32.923,1.578,Gandhinagar,India,23.31N,72.52E
2470343,1869-06-01,31.791,1.525,Gandhinagar,India,23.31N,72.52E
2470344,1869-07-01,28.887,1.518,Gandhinagar,India,23.31N,72.52E
2470345,1869-08-01,27.343000000000004,1.462,Gandhinagar,India,23.31N,72.52E
2470346,1869-09-01,28.05,1.403,Gandhinagar,India,23.31N,72.52E
2470347,1869-10-01,27.113000000000003,1.61,Gandhinagar,India,23.31N,72.52E
2470348,1869-11-01,24.044,1.658,Gandhinagar,India,23.31N,72.52E
2470349,1869-12-01,19.677,1.722,Gandhinagar,India,23.31N,72.52E
2470350,1870-01-01,19.2,1.607,Gandhinagar,India,23.31N,72.52E
2470351,1870-02-01,21.065,1.834,Gandhinagar,India,23.31N,72.52E
2470352,1870-03-01,25.963,1.78,Gandhinagar,India,23.31N,72.52E
2470353,1870-04-01,30.524,1.714,Gandhinagar,India,23.31N,72.52E
2470354,1870-05-01,33.265,1.3869999999999998,Gandhinagar,India,23.31N,72.52E
2470355,1870-06-01,31.69400000000001,1.513,Gandhinagar,India,23.31N,72.52E
2470356,1870-07-01,28.424,1.455,Gandhinagar,India,23.31N,72.52E
2470357,1870-08-01,26.728,1.259,Gandhinagar,India,23.31N,72.52E
2470358,1870-09-01,27.601,1.284,Gandhinagar,India,23.31N,72.52E
2470359,1870-10-01,26.864,1.5930000000000002,Gandhinagar,India,23.31N,72.52E
2470360,1870-11-01,23.847,1.835,Gandhinagar,India,23.31N,72.52E
2470361,1870-12-01,19.388,1.499,Gandhinagar,India,23.31N,72.52E
2470362,1871-01-01,18.618,1.719,Gandhinagar,India,23.31N,72.52E
2470363,1871-02-01,20.988000000000003,1.931,Gandhinagar,India,23.31N,72.52E
2470364,1871-03-01,26.033,1.928,Gandhinagar,India,23.31N,72.52E
2470365,1871-04-01,30.72300000000001,1.589,Gandhinagar,India,23.31N,72.52E
2470366,1871-05-01,32.499,1.425,Gandhinagar,India,23.31N,72.52E
2470367,1871-06-01,31.449,1.445,Gandhinagar,India,23.31N,72.52E
2470368,1871-07-01,28.431,1.3869999999999998,Gandhinagar,India,23.31N,72.52E
2470369,1871-08-01,27.356,1.208,Gandhinagar,India,23.31N,72.52E
2470370,1871-09-01,27.671,1.278,Gandhinagar,India,23.31N,72.52E
2470371,1871-10-01,27.188,1.471,Gandhinagar,India,23.31N,72.52E
2470372,1871-11-01,23.489,1.6,Gandhinagar,India,23.31N,72.52E
2470373,1871-12-01,20.001,1.493,Gandhinagar,India,23.31N,72.52E
2470374,1872-01-01,18.922,1.872,Gandhinagar,India,23.31N,72.52E
2470375,1872-02-01,21.173,1.757,Gandhinagar,India,23.31N,72.52E
2470376,1872-03-01,26.367,1.744,Gandhinagar,India,23.31N,72.52E
2470377,1872-04-01,30.379,1.761,Gandhinagar,India,23.31N,72.52E
2470378,1872-05-01,32.792,1.339,Gandhinagar,India,23.31N,72.52E
2470379,1872-06-01,31.324,1.381,Gandhinagar,India,23.31N,72.52E
2470380,1872-07-01,28.407,1.456,Gandhinagar,India,23.31N,72.52E
2470381,1872-08-01,27.04,1.495,Gandhinagar,India,23.31N,72.52E
2470382,1872-09-01,27.652,1.254,Gandhinagar,India,23.31N,72.52E
2470383,1872-10-01,27.235,1.479,Gandhinagar,India,23.31N,72.52E
2470384,1872-11-01,23.61,1.543,Gandhinagar,India,23.31N,72.52E
2470385,1872-12-01,19.765,1.811,Gandhinagar,India,23.31N,72.52E
2470386,1873-01-01,18.871,1.693,Gandhinagar,India,23.31N,72.52E
2470387,1873-02-01,21.845,1.681,Gandhinagar,India,23.31N,72.52E
2470388,1873-03-01,25.906,1.754,Gandhinagar,India,23.31N,72.52E
2470389,1873-04-01,30.23,1.6880000000000002,Gandhinagar,India,23.31N,72.52E
2470390,1873-05-01,32.929,1.339,Gandhinagar,India,23.31N,72.52E
2470391,1873-06-01,31.501,1.392,Gandhinagar,India,23.31N,72.52E
2470392,1873-07-01,28.516,1.527,Gandhinagar,India,23.31N,72.52E
2470393,1873-08-01,27.254,1.21,Gandhinagar,India,23.31N,72.52E
2470394,1873-09-01,27.456,1.386,Gandhinagar,India,23.31N,72.52E
2470395,1873-10-01,27.292,1.526,Gandhinagar,India,23.31N,72.52E
2470396,1873-11-01,23.803,1.524,Gandhinagar,India,23.31N,72.52E
2470397,1873-12-01,20.44,1.49,Gandhinagar,India,23.31N,72.52E
2470398,1874-01-01,19.143,1.6369999999999998,Gandhinagar,India,23.31N,72.52E
2470399,1874-02-01,21.695,1.624,Gandhinagar,India,23.31N,72.52E
2470400,1874-03-01,25.37,1.796,Gandhinagar,India,23.31N,72.52E
2470401,1874-04-01,30.69400000000001,1.561,Gandhinagar,India,23.31N,72.52E
2470402,1874-05-01,32.814,1.38,Gandhinagar,India,23.31N,72.52E
2470403,1874-06-01,31.361,1.483,Gandhinagar,India,23.31N,72.52E
2470404,1874-07-01,28.431,1.391,Gandhinagar,India,23.31N,72.52E
2470405,1874-08-01,27.323,1.251,Gandhinagar,India,23.31N,72.52E
2470406,1874-09-01,27.553,1.3219999999999998,Gandhinagar,India,23.31N,72.52E
2470407,1874-10-01,27.547,1.556,Gandhinagar,India,23.31N,72.52E
2470408,1874-11-01,24.311,1.588,Gandhinagar,India,23.31N,72.52E
2470409,1874-12-01,20.064,1.527,Gandhinagar,India,23.31N,72.52E
2470410,1875-01-01,19.073,0.985,Gandhinagar,India,23.31N,72.52E
2470411,1875-02-01,21.242,1.141,Gandhinagar,India,23.31N,72.52E
2470412,1875-03-01,28.74,1.496,Gandhinagar,India,23.31N,72.52E
2470413,1875-04-01,31.588,0.826,Gandhinagar,India,23.31N,72.52E
2470414,1875-05-01,33.562000000000005,1.254,Gandhinagar,India,23.31N,72.52E
2470415,1875-06-01,32.141,0.895,Gandhinagar,India,23.31N,72.52E
2470416,1875-07-01,27.828000000000003,1.384,Gandhinagar,India,23.31N,72.52E
2470417,1875-08-01,27.01,0.662,Gandhinagar,India,23.31N,72.52E
2470418,1875-09-01,27.271,0.621,Gandhinagar,India,23.31N,72.52E
2470419,1875-10-01,25.218000000000004,1.161,Gandhinagar,India,23.31N,72.52E
2470420,1875-11-01,23.703000000000003,0.8320000000000001,Gandhinagar,India,23.31N,72.52E
2470421,1875-12-01,20.733,0.8320000000000001,Gandhinagar,India,23.31N,72.52E
2470422,1876-01-01,20.08,1.778,Gandhinagar,India,23.31N,72.52E
2470423,1876-02-01,22.074,1.101,Gandhinagar,India,23.31N,72.52E
2470424,1876-03-01,26.587,1.609,Gandhinagar,India,23.31N,72.52E
2470425,1876-04-01,30.739,1.067,Gandhinagar,India,23.31N,72.52E
2470426,1876-05-01,33.436,0.943,Gandhinagar,India,23.31N,72.52E
2470427,1876-06-01,31.983,0.7809999999999999,Gandhinagar,India,23.31N,72.52E
2470428,1876-07-01,27.992,0.772,Gandhinagar,India,23.31N,72.52E
2470429,1876-08-01,26.607,0.893,Gandhinagar,India,23.31N,72.52E
2470430,1876-09-01,26.572,0.902,Gandhinagar,India,23.31N,72.52E
2470431,1876-10-01,26.392,1.229,Gandhinagar,India,23.31N,72.52E
2470432,1876-11-01,23.753,2.169,Gandhinagar,India,23.31N,72.52E
2470433,1876-12-01,20.863000000000003,0.99,Gandhinagar,India,23.31N,72.52E
2470434,1877-01-01,19.424,1.703,Gandhinagar,India,23.31N,72.52E
2470435,1877-02-01,20.39,1.95,Gandhinagar,India,23.31N,72.52E
2470436,1877-03-01,26.37,0.501,Gandhinagar,India,23.31N,72.52E
2470437,1877-04-01,29.405,0.946,Gandhinagar,India,23.31N,72.52E
2470438,1877-05-01,31.735000000000007,0.601,Gandhinagar,India,23.31N,72.52E
2470439,1877-06-01,32.168,1.895,Gandhinagar,India,23.31N,72.52E
2470440,1877-07-01,29.428,1.154,Gandhinagar,India,23.31N,72.52E
2470441,1877-08-01,29.054,0.87,Gandhinagar,India,23.31N,72.52E
2470442,1877-09-01,28.68,0.6459999999999999,Gandhinagar,India,23.31N,72.52E
2470443,1877-10-01,26.424,1.581,Gandhinagar,India,23.31N,72.52E
2470444,1877-11-01,25.599,0.967,Gandhinagar,India,23.31N,72.52E
2470445,1877-12-01,21.252,2.0980000000000003,Gandhinagar,India,23.31N,72.52E
2470446,1878-01-01,18.303,1.717,Gandhinagar,India,23.31N,72.52E
2470447,1878-02-01,22.913,0.8420000000000001,Gandhinagar,India,23.31N,72.52E
2470448,1878-03-01,27.875,0.653,Gandhinagar,India,23.31N,72.52E
2470449,1878-04-01,30.059,0.926,Gandhinagar,India,23.31N,72.52E
2470450,1878-05-01,32.289,0.642,Gandhinagar,India,23.31N,72.52E
2470451,1878-06-01,32.448,1.185,Gandhinagar,India,23.31N,72.52E
2470452,1878-07-01,29.299,0.657,Gandhinagar,India,23.31N,72.52E
2470453,1878-08-01,27.676,0.674,Gandhinagar,India,23.31N,72.52E
2470454,1878-09-01,28.698,0.545,Gandhinagar,India,23.31N,72.52E
2470455,1878-10-01,28.481,0.44,Gandhinagar,India,23.31N,72.52E
2470456,1878-11-01,23.779,0.773,Gandhinagar,India,23.31N,72.52E
2470457,1878-12-01,19.01,1.173,Gandhinagar,India,23.31N,72.52E
2470458,1879-01-01,19.788,0.423,Gandhinagar,India,23.31N,72.52E
2470459,1879-02-01,22.206000000000003,0.8540000000000001,Gandhinagar,India,23.31N,72.52E
2470460,1879-03-01,25.917,1.403,Gandhinagar,India,23.31N,72.52E
2470461,1879-04-01,31.075000000000006,2.077,Gandhinagar,India,23.31N,72.52E
2470462,1879-05-01,33.17,0.873,Gandhinagar,India,23.31N,72.52E
2470463,1879-06-01,30.465,0.862,Gandhinagar,India,23.31N,72.52E
2470464,1879-07-01,28.799,1.105,Gandhinagar,India,23.31N,72.52E
2470465,1879-08-01,26.787,0.664,Gandhinagar,India,23.31N,72.52E
2470466,1879-09-01,27.042,0.6459999999999999,Gandhinagar,India,23.31N,72.52E
2470467,1879-10-01,27.614,1.445,Gandhinagar,India,23.31N,72.52E
2470468,1879-11-01,21.938,0.474,Gandhinagar,India,23.31N,72.52E
2470469,1879-12-01,19.006,0.93,Gandhinagar,India,23.31N,72.52E
2470470,1880-01-01,20.696,0.836,Gandhinagar,India,23.31N,72.52E
2470471,1880-02-01,20.209000000000003,1.054,Gandhinagar,India,23.31N,72.52E
2470472,1880-03-01,29.254,0.907,Gandhinagar,India,23.31N,72.52E
2470473,1880-04-01,31.531,0.442,Gandhinagar,India,23.31N,72.52E
2470474,1880-05-01,32.435,0.701,Gandhinagar,India,23.31N,72.52E
2470475,1880-06-01,30.697000000000006,0.7609999999999999,Gandhinagar,India,23.31N,72.52E
2470476,1880-07-01,28.019,0.542,Gandhinagar,India,23.31N,72.52E
2470477,1880-08-01,27.318,1.085,Gandhinagar,India,23.31N,72.52E
2470478,1880-09-01,27.477,0.772,Gandhinagar,India,23.31N,72.52E
2470479,1880-10-01,27.496,0.92,Gandhinagar,India,23.31N,72.52E
2470480,1880-11-01,23.011,2.074,Gandhinagar,India,23.31N,72.52E
2470481,1880-12-01,20.646,1.4780000000000002,Gandhinagar,India,23.31N,72.52E
2470482,1881-01-01,19.883,0.57,Gandhinagar,India,23.31N,72.52E
2470483,1881-02-01,23.326,0.688,Gandhinagar,India,23.31N,72.52E
2470484,1881-03-01,25.651,0.875,Gandhinagar,India,23.31N,72.52E
2470485,1881-04-01,29.761000000000006,1.083,Gandhinagar,India,23.31N,72.52E
2470486,1881-05-01,33.418000000000006,0.428,Gandhinagar,India,23.31N,72.52E
2470487,1881-06-01,31.1,0.8859999999999999,Gandhinagar,India,23.31N,72.52E
2470488,1881-07-01,27.95,0.58,Gandhinagar,India,23.31N,72.52E
2470489,1881-08-01,26.799,0.526,Gandhinagar,India,23.31N,72.52E
2470490,1881-09-01,27.338,0.57,Gandhinagar,India,23.31N,72.52E
2470491,1881-10-01,27.021,0.41,Gandhinagar,India,23.31N,72.52E
2470492,1881-11-01,23.063,0.642,Gandhinagar,India,23.31N,72.52E
2470493,1881-12-01,20.666,0.946,Gandhinagar,India,23.31N,72.52E
2470494,1882-01-01,20.593000000000004,0.878,Gandhinagar,India,23.31N,72.52E
2470495,1882-02-01,21.006,0.611,Gandhinagar,India,23.31N,72.52E
2470496,1882-03-01,26.801,0.504,Gandhinagar,India,23.31N,72.52E
2470497,1882-04-01,30.198,0.47,Gandhinagar,India,23.31N,72.52E
2470498,1882-05-01,32.161,0.7290000000000001,Gandhinagar,India,23.31N,72.52E
2470499,1882-06-01,30.586,0.3989999999999999,Gandhinagar,India,23.31N,72.52E
2470500,1882-07-01,27.474,0.908,Gandhinagar,India,23.31N,72.52E
2470501,1882-08-01,27.008000000000003,0.508,Gandhinagar,India,23.31N,72.52E
2470502,1882-09-01,27.767,0.665,Gandhinagar,India,23.31N,72.52E
2470503,1882-10-01,27.159,0.371,Gandhinagar,India,23.31N,72.52E
2470504,1882-11-01,22.658,0.96,Gandhinagar,India,23.31N,72.52E
2470505,1882-12-01,21.586,0.477,Gandhinagar,India,23.31N,72.52E
2470506,1883-01-01,19.62,0.375,Gandhinagar,India,23.31N,72.52E
2470507,1883-02-01,20.766,0.695,Gandhinagar,India,23.31N,72.52E
2470508,1883-03-01,25.319000000000003,0.637,Gandhinagar,India,23.31N,72.52E
2470509,1883-04-01,31.34800000000001,0.462,Gandhinagar,India,23.31N,72.52E
2470510,1883-05-01,32.236000000000004,0.631,Gandhinagar,India,23.31N,72.52E
2470511,1883-06-01,31.077,0.502,Gandhinagar,India,23.31N,72.52E
2470512,1883-07-01,27.791,0.748,Gandhinagar,India,23.31N,72.52E
2470513,1883-08-01,27.759,0.395,Gandhinagar,India,23.31N,72.52E
2470514,1883-09-01,27.046,0.2689999999999999,Gandhinagar,India,23.31N,72.52E
2470515,1883-10-01,26.685,0.701,Gandhinagar,India,23.31N,72.52E
2470516,1883-11-01,22.06,0.521,Gandhinagar,India,23.31N,72.52E
2470517,1883-12-01,18.427,0.917,Gandhinagar,India,23.31N,72.52E
2470518,1884-01-01,18.942,0.48,Gandhinagar,India,23.31N,72.52E
2470519,1884-02-01,21.197000000000006,0.584,Gandhinagar,India,23.31N,72.52E
2470520,1884-03-01,26.69,0.648,Gandhinagar,India,23.31N,72.52E
2470521,1884-04-01,29.582,0.792,Gandhinagar,India,23.31N,72.52E
2470522,1884-05-01,32.727000000000004,0.574,Gandhinagar,India,23.31N,72.52E
2470523,1884-06-01,31.138,0.485,Gandhinagar,India,23.31N,72.52E
2470524,1884-07-01,28.123,0.867,Gandhinagar,India,23.31N,72.52E
2470525,1884-08-01,27.093000000000004,0.599,Gandhinagar,India,23.31N,72.52E
2470526,1884-09-01,26.927,0.532,Gandhinagar,India,23.31N,72.52E
2470527,1884-10-01,25.651,0.7759999999999999,Gandhinagar,India,23.31N,72.52E
2470528,1884-11-01,22.077,0.353,Gandhinagar,India,23.31N,72.52E
2470529,1884-12-01,19.022,0.894,Gandhinagar,India,23.31N,72.52E
2470530,1885-01-01,19.004,0.91,Gandhinagar,India,23.31N,72.52E
2470531,1885-02-01,19.237,0.5870000000000001,Gandhinagar,India,23.31N,72.52E
